course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2023-2024,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1732176843.pdf,,UPC TBA | DSE | DSE-6 (iv) | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Rings and Fields,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783411196.pdf,,UPC TBA | DSE | DSE-6 (v) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Rings and Fields,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781585751.pdf,,UPC TBA | DSE | DSE-6 (v) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Elements of Complex Analysis,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784523819.pdf,,UPC TBA | GE | GE-8(iii) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Elements of Complex Analysis,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783659090.pdf,,UPC TBA | GE | GE-8(iii) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Elements of Partial Differential Equations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784523857.pdf,,UPC TBA | GE | GE-8(ii) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Elements of Partial Differential Equations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783410969.pdf,,UPC TBA | GE | GE-8(ii) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Elements of Partial Differential Equations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783404673.pdf,,UPC TBA | GE | GE-8(ii) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Elements of Partial Differential Equations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781585223.pdf,,UPC TBA | GE | GE-8(ii) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784696481.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783411094.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784612070.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784523787.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781585648.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783659147.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1775636132.pdf,,UPC TBA | GE | GE-8(iv) | NOV-DEC-2025 | SET-1 | 80 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1750656130.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Optimization Techniques,2023-2024,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1732176843.pdf,,UPC TBA | GE | GE-8(iv) | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Rings and Fields,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783411196.pdf,,UPC TBA | GE | GE-8(i) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. (Prog) Physical Sciences courses pertaining to Mathematical Sciences,Rings and Fields,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781585751.pdf,,UPC TBA | GE | GE-8(i) | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1776937006.pdf,,DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1776062278.pdf,,DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1775746481.pdf,,DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1775635983.pdf,,DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1767861032.pdf,,DSC/Core | DSC-1 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742985633.pdf,,DSC/Core | DSC-1 | NOV-DEC-2024 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742217173.pdf,,DSC/Core | DSC-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1738686601.pdf,,DSC/Core | DSC-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2023-2024,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729585892.pdf,,DSC/Core | DSC-1 | MAY-JUNE-2024 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2023-2024,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729624589.pdf,,DSC/Core | DSC-1 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mechanics,2022-2023,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729499296.pdf,,DSC/Core | DSC-1 | MAY-JUNE-2023 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784705457.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784697409.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1780901951.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2026 | SET-1 | 75 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1767773984.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1767860982.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1768108235.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1767682086.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1750395546.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 70 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1751263666.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1768200226.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2025 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1731928913.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electricity and Magnetism,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1732127280.pdf,,DSC/Core | DSC-2 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mathematical Physics I,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1775638347.pdf,,DSE | DSE 13b | NOV-DEC-2025 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mathematical Physics I,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1738237573.pdf,,DSE | DSE 13b | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Waves and Optics,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784529479.pdf,,DSC/Core | DSC-4 | MAY-JUNE-2026 | SET-1 | 75 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Waves and Optics,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1741302717.pdf,,DSC/Core | DSC-4 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Waves and Optics,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1740817853.pdf,,DSC/Core | DSC-4 | NOV-DEC-2024 | SET-2 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Waves and Optics,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1738686887.pdf,,DSC/Core | DSC-4 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Analog Electronics,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784696302.pdf,,UPC 2222012403 | DSE | DSE 14b | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Analog Electronics,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1783930478.pdf,,UPC 2222012403 | DSE | DSE 14b | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Analog Electronics,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1763707466.pdf,,UPC 2222012403 | DSE | DSE 14b | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Introduction to Numerical Methods,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1783930420.pdf,,UPC 2223512003 | DSE | DSE 14a | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Physics of Earth,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784005272.pdf,,UPC 2223012005 | DSE | DSE 14c | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Elements of Modern Physics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742394568.pdf,,DSC/Core | DSC-5 | NOV-DEC-2024 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Elements of Modern Physics,2023-2024,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1732545954.pdf,,DSC/Core | DSC-5 | MAY-JUNE-2024 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Elements of Modern Physics,2023-2024,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1731923905.pdf,,DSC/Core | DSC-5 | MAY-JUNE-2024 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Digital Electronics,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1776938823.pdf,,UPC 2222013503 | DSE | DSE 15b | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Digital Electronics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742394713.pdf,,UPC 2222013503 | DSE | DSE 15b | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Foundation of Astrophysics,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1773037315.pdf,,DSE | DSE 15a | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Foundation of Astrophysics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742394904.pdf,,DSE | DSE 15a | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Radiation and its Applications,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742395062.pdf,,UPC 2223510020 | DSE | DSE 15c | NOV-DEC-2024 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783670205.pdf,,DSC/Core | DSC-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784697286.pdf,,DSC/Core | DSC-6 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1776061849.pdf,,DSC/Core | DSC-6 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775639599.pdf,,DSC/Core | DSC-6 | NOV-DEC-2025 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750143459.pdf,,DSC/Core | DSC-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750392143.pdf,,DSC/Core | DSC-6 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1741302213.pdf,,DSC/Core | DSC-6 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1740818123.pdf,,DSC/Core | DSC-6 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2023-2024,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1732187993.pdf,,DSC/Core | DSC-6 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Solid State Physics,2022-2023,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1732004180.pdf,,DSC/Core | DSC-6 | MAY-JUNE-2023 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Communication System,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1742390914.pdf,,UPC 2223010015 | DSE | DSE 16b | NOV-DEC-2024 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Laser Physics and its Applications,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784016403.pdf,,UPC 2223510026 | DSE | DSE 16c | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Laser Physics and its Applications,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1768906381.pdf,,UPC 2223510026 | DSE | DSE 16c | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mathematical Physics II,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784011130.pdf,,DSE | DSE 16a | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mathematical Physics II,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784016368.pdf,,DSE | DSE 16a | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mathematical Physics II,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784011222.pdf,,DSE | DSE 16a | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Mathematical Physics II,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775637434.pdf,,DSE | DSE 16a | NOV-DEC-2025 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784015502.pdf,,DSE | DSE 16d | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784264289.pdf,,DSE | DSE 16d | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784016465.pdf,,DSE | DSE 16d | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1778442843.pdf,,DSE | DSE 16d | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775737154.pdf,,DSE | DSE 16d | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767291332.pdf,,DSE | DSE 16d | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749615865.pdf,,DSE | DSE 16d | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767286955.pdf,,DSE | DSE 16d | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Research Methodology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749539338.pdf,,DSE | DSE 16d | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Statistical Mechanics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1780895119.pdf,,DSC/Core | DSC 7-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Statistical Mechanics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1773657620.pdf,,DSC/Core | DSC 7-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Advanced Mathematical Physics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775736424.pdf,,DSE | DSE 7-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Advanced Mathematical Physics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775746792.pdf,,DSE | DSE 7-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Classical Dynamics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775746856.pdf,,UPC 2223510012 | DSE | DSE 7-2 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Microprocessor,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1784015461.pdf,,DSE | DSE 7-4 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Microprocessor,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775746992.pdf,,DSE | DSE 7-4 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Microprocessor,2024-2025,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1767286853.pdf,,DSE | DSE 7-4 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Microprocessor,2024-2025,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1749539528.pdf,,DSE | DSE 7-4 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Quantum Mechanics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1783661976.pdf,,DSE | DSE 7-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Quantum Mechanics,2024-2025,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1751354182.pdf,,DSE | DSE 7-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Quantum Mechanics,2023-2024,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1732027872.pdf,,DSE | DSE 7-6 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Semiconductor Devices – Fabrication and Applications,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775746703.pdf,,UPC 2223010037 | DSE | DSE 7-7 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electromagnetic Theory,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780387346.pdf,,DSC/Core | DSC 8-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electromagnetic Theory,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1773035189.pdf,,DSC/Core | DSC 8-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electromagnetic Theory,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1773658435.pdf,,DSC/Core | DSC 8-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Electromagnetic Theory,2023-2024,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1732215692.pdf,,DSC/Core | DSC 8-1 | MAY-JUNE-2024 | SET-1 | 80 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Applied Optics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783407473.pdf,,DSE | DSE 8-1 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Applied Optics,2023-2024,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1742131083.pdf,,DSE | DSE 8-1 | NOV-DEC-2023 | SET-1 | 50 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atmospheric Physics and Climate Change,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783328180.pdf,,DSE | DSE 8-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atmospheric Physics and Climate Change,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781497885.pdf,,DSE | DSE 8-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atmospheric Physics and Climate Change,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781498025.pdf,,DSE | DSE 8-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atomic and Molecular Physics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783661819.pdf,,DSE | DSE 8-3 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atomic and Molecular Physics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783328283.pdf,,DSE | DSE 8-3 | MAY-JUNE-2026 | SET-1 | 90 marks
