course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B.Sc. Physical Sciences (Courses pertaining to Physics),Atomic and Molecular Physics,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1768139129.pdf,,DSE | DSE 8-3 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atomic and Molecular Physics,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1751353550.pdf,,DSE | DSE 8-3 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atomic and Molecular Physics,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1751263194.pdf,,DSE | DSE 8-3 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Atomic and Molecular Physics,2023-2024,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1732028720.pdf,,DSE | DSE 8-3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Digital Signal Processing,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783406851.pdf,,UPC 2223010040 | DSE | DSE 8-4 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Nuclear and Particle Physics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783407234.pdf,,DSE | DSE 8-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Nuclear and Particle Physics,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1768139022.pdf,,DSE | DSE 8-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Nuclear and Particle Physics,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1751353940.pdf,,DSE | DSE 8-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Nuclear and Particle Physics,2024-2025,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1751263241.pdf,,DSE | DSE 8-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Nuclear and Particle Physics,2023-2024,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1732028582.pdf,,DSE | DSE 8-6 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Plasma Physics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783407314.pdf,,UPC 2223010043 | DSE | DSE 8-7 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Plasma Physics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781249108.pdf,,UPC 2223010043 | DSE | DSE 8-7 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Sensors and Detectors,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783407356.pdf,,UPC 2223010044 | DSE | DSE 8-8 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Physical Sciences (Courses pertaining to Physics),Sensors and Detectors,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781249222.pdf,,UPC 2223010044 | DSE | DSE 8-8 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Polymer Science,Introduction to Polymer Science,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1774259799.pdf,,UPC 6092011101 | DSC/Core | DSC 1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,Raw Materials of Polymers,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1776937108.pdf,,UPC 6092011102 | DSC/Core | DSC 2 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,Raw Materials of Polymers,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742217256.pdf,,UPC 6092011102 | DSC/Core | DSC 2 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Polymer Science,Raw Materials of Polymers,2021-2022,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729502491.pdf,,UPC 6092011102 | DSC/Core | DSC 2 | MAY-JUNE-2022 | SET-1 | 90 marks
B.Sc. Polymer Science,Unit operations,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742984917.pdf,,UPC 6092011103 | DSC/Core | DSC 3 | NOV-DEC-2024 | SET-1 | 90 marks
B.Sc. Polymer Science,Unit operations,2023-2024,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729590416.pdf,,UPC 6092011103 | DSC/Core | DSC 3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Polymer Science,Chemistry and Engineering of Polymer Reactions (CEPR),2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784011247.pdf,,UPC 6092011201 | DSC/Core | DSC 4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Polymer Science,POLYMER RHEOLOGY (PR),2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784705518.pdf,,UPC 6092011202 | DSC/Core | DSC 5 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Polymer Science,POLYMER RHEOLOGY (PR),2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1767774109.pdf,,UPC 6092011202 | DSC/Core | DSC 5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,POLYMER RHEOLOGY (PR),2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1732000096.pdf,,UPC 6092011202 | DSC/Core | DSC 5 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Sc. Polymer Science,POLYMER TECHNOLOGY(PT),2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1767860648.pdf,,UPC 6092011203 | DSC/Core | DSC 6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,Plastic additives,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1776849466.pdf,,UPC 6092012302 | DSC/Core | DSC 8 | NOV-DEC-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,TYRE TECHNOLOGY,2025-2026,Semester III/V,III/V,https://qb.exam.du.ac.in/uploads/questions/1775748272.pdf,,UPC 6093012003 | DSE | DSE 3 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,Polymer Processing and Technology,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1783670236.pdf,,UPC 6092012402 | DSC/Core | DSC 11 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Polymer Science,Polymer Processing and Technology,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750143335.pdf,,UPC 6092012402 | DSC/Core | DSC 11 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,Polymer Processing and Technology,2023-2024,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1732189192.pdf,,UPC 6092012402 | DSC/Core | DSC 11 | MAY-JUNE-2024 | SET-1 | 60 marks
B.Sc. Polymer Science,Polymer Testing and Specifications,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784608873.pdf,,UPC 6092012401 | DSC/Core | DSC 10 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Polymer Science,Polymer Testing and Specifications,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750829575.pdf,,UPC 6092012401 | DSC/Core | DSC 10 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,Recycling and Waste Management,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784696329.pdf,,UPC 6092012403 | DSC/Core | DSC 12 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Polymer Science,MATERIAL SCIENCE,2025-2026,Semester IV/VI,IV/VI,https://qb.exam.du.ac.in/uploads/questions/1776933147.pdf,,UPC 6093012010 | DSE | DSE 10 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,Fibre Science,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1773035261.pdf,,UPC 6092013501 | DSC/Core | DSC 13 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,Fibre Science,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1741270857.pdf,,UPC 6092013501 | DSC/Core | DSC 13 | NOV-DEC-2024 | SET-1 | 60 marks
B.Sc. Polymer Science,Polymers in Packaging,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1776938912.pdf,,UPC 6092013503 | DSC/Core | DSC 15 | NOV-DEC-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,RESEARCH METHODOLOGY IN POLYMER SCIENCE,2024-2025,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1767287064.pdf,,UPC 6093012015 | DSE | DSE 15 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,RESEARCH METHODOLOGY IN POLYMER SCIENCE,2024-2025,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1749539103.pdf,,UPC 6093012015 | DSE | DSE 15 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,POLYMER BLENDS AND COMPOSITES,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1780895267.pdf,,UPC 6092013601 | DSC/Core | DSC 16 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Sc. Polymer Science,POLYMER BLENDS AND COMPOSITES,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1768202706.pdf,,UPC 6092013601 | DSC/Core | DSC 16 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,POLYMER BLENDS AND COMPOSITES,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750919739.pdf,,UPC 6092013601 | DSC/Core | DSC 16 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,POLYMERIC NANOMATERIALS AND NANOCOMPOSITES,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783583032.pdf,,UPC 6092013602 | DSC/Core | DSC 17 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Sc. Polymer Science,POLYMERIC NANOMATERIALS AND NANOCOMPOSITES,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750663247.pdf,,UPC 6092013602 | DSC/Core | DSC 17 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Sc. Polymer Science,RUBBER TECHNOLOY,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784696822.pdf,,UPC 6092013603 | DSC/Core | DSC 18 | MAY-JUNE-2026 | SET-1 | 70 marks
B.Sc. Polymer Science,RUBBER TECHNOLOY,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750392831.pdf,,UPC 6092013603 | DSC/Core | DSC 18 | MAY-JUNE-2025 | SET-1 | 60 marks
B.Sc. Polymer Science,Wire and Cable Technology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775748175.pdf,,UPC 6093012016 | DSE | DSE 16 | NOV-DEC-2025 | SET-1 | 60 marks
B.Tech. Information Technology & Mathematical Innovation,Discrete Mathematics and its applications,2022-2023,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729587091.pdf,,UPC 3122611102 | DSC/Core | DSC-2 | MAY-JUNE-2023 | SET-1 | 90 marks
B.Tech. Information Technology & Mathematical Innovation,Data Communication and Networking,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1774282801.pdf,,UPC 3122613502 | DSC/Core | DSC-14 | NOV-DEC-2025 | SET-1 | 90 marks
B.Tech. Information Technology & Mathematical Innovation,Control Systems,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1774260953.pdf,,UPC 3124000021 | GE | GE-6 | NOV-DEC-2025 | SET-1 | 90 marks
B.Tech. Information Technology & Mathematical Innovation,Theory of Computation,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775639099.pdf,,UPC TBA | DSE | DSE-5 | NOV-DEC-2025 | SET-1 | 80 marks
B.Tech. Information Technology & Mathematical Innovation,Partial Differential Equations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1776938678.pdf,,UPC 3123610036 | DSE | DSE-6 | NOV-DEC-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Consumer Buying Behavior and Retail Sales,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1745300122.pdf,,UPC 6322481102 | DSC/Core | B.Voc-DSC-2 | NOV-DEC-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Consumer Buying Behavior and Retail Sales,2022-2023,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729588696.pdf,,UPC 6322481102 | DSC/Core | B.Voc-DSC-2 | MAY-JUNE-2023 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Customer Service & Customer Relationship Management,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742288847.pdf,,UPC 6322481103 | DSC/Core | B.Voc-DSC-3 | NOV-DEC-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Evolution of Indian Retail System,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1775471003.pdf,,UPC 6322481101 | DSC/Core | B.Voc-DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Evolution of Indian Retail System,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742288614.pdf,,UPC 6322481101 | DSC/Core | B.Voc-DSC-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Profitability Management in Retail Store,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1768289372.pdf,,UPC 6322481203 | DSC/Core | B.Voc-DSC-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Profitability Management in Retail Store,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1735881725.pdf,,UPC 6322481203 | DSC/Core | B.Voc-DSC-6 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Sales Management,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1768143288.pdf,,UPC 6322481202 | DSC/Core | B.Voc-DSC-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Sales Management,2022-2023,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1729672463.pdf,,UPC 6322481202 | DSC/Core | B.Voc-DSC-5 | MAY-JUNE-2023 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Store Display and Visual Merchandising,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784185944.pdf,,UPC 6322481201 | DSC/Core | B.Voc-DSC-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Store Display and Visual Merchandising,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1729012292.pdf,,UPC 6322481201 | DSC/Core | B.Voc-DSC-4 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,E-Commerce,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1742219703.pdf,,UPC 6322482301 | DSC/Core | B.Voc-DSC-7 | NOV-DEC-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Sales and Distribution Management,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1773417213.pdf,,UPC 6322482302 | DSC/Core | B.Voc-DSC-8 | NOV-DEC-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Basics of Consumer Protection,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784703065.pdf,,UPC 6322482403 | DSC/Core | B.Voc-DSC-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Basics of Consumer Protection,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750141540.pdf,,UPC 6322482403 | DSC/Core | B.Voc-DSC-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Material Planning and Control,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1784613447.pdf,,UPC 6322482401 | DSC/Core | B.Voc-DSC-10 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Material Planning and Control,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1751004313.pdf,,UPC 6322482401 | DSC/Core | B.Voc-DSC-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Material Planning and Control,2023-2024,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1732046250.pdf,,UPC 6322482401 | DSC/Core | B.Voc-DSC-10 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Retail Branding and Strategy,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1783918855.pdf,,UPC 6322482402 | DSC/Core | B.Voc-DSC-11 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Retail Branding and Strategy,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750656753.pdf,,UPC 6322482402 | DSC/Core | B.Voc-DSC-11 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Retail Branding and Strategy,2023-2024,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1732177888.pdf,,UPC 6322482402 | DSC/Core | B.Voc-DSC-11 | MAY-JUNE-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Introduction to Logistic Management,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1774246236.pdf,,UPC 6322483501 | DSC/Core | B.Voc-DSC-13 | NOV-DEC-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Introduction to Logistic Management,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1746083929.pdf,,UPC 6322483501 | DSC/Core | B.Voc-DSC-13 | NOV-DEC-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Basic Statistics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1738687018.pdf,,UPC Not available | DSE | B.Voc-DSE-3 | NOV-DEC-2024 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Crisis Management in Retail,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784699178.pdf,,UPC 6322483603 | DSC/Core | B.Voc-DSC-18 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Crisis Management in Retail,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750401296.pdf,,UPC 6322483603 | DSC/Core | B.Voc-DSC-18 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Enterprise Resource Management,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783579944.pdf,,UPC 6322483602 | DSC/Core | B.Voc-DSC-17 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Enterprise Resource Management,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750832494.pdf,,UPC 6322483602 | DSC/Core | B.Voc-DSC-17 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Retail Planning and Legal Framework,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1781067563.pdf,,UPC 6322483601 | DSC/Core | B.Voc-DSC-16 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Retail Planning and Legal Framework,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750913606.pdf,,UPC 6322483601 | DSC/Core | B.Voc-DSC-16 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Personnel Management in Retail,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1765262805.pdf,,UPC 6323480008 | DSE | B.Voc-DSE-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Research Design and Methodology for Retail Sector,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784185910.pdf,,UPC 6323480011 | DSE | B.Voc-DSE-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Research Design and Methodology for Retail Sector,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1784185910.pdf,,UPC 6323480011 | DSE | B.Voc-DSE-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Disaster Management in Retail,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401753.pdf,,UPC 6323480013 | DSE | B.Voc-DSE-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Disaster Management in Retail,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780996692.pdf,,UPC 6323480013 | DSE | B.Voc-DSE-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Retail Team Organization and Dynamics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783327980.pdf,,UPC 6323482001 | DSE | B.Voc-DSE-6 | MAY-JUNE-2026 | SET-1 | 60 marks
B.Voc – Retail Management & IT,Retail Team Organization and Dynamics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781498730.pdf,,UPC 6323482001 | DSE | B.Voc-DSE-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.Voc – Retail Management & IT,Sustainability in Retail Sector,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780379491.pdf,,UPC 6322484801 | DSE | MAY-JUNE-2026 | SET-1 | 90 marks
BA (Hons) Arabic,ARABIC GRAMMAR FOR BEGINNERS,2025-2026,Semester Semester- I,Semester- I,https://qb.exam.du.ac.in/uploads/questions/1775643966.pdf,,UPC 2012101102 | DSC/Core | B.A. (H)-Sem-I-DSC-2 | NOV-DEC-2025 | SET-1 | 90 marks
BA (Hons) Arabic,ARABIC GRAMMAR FOR BEGINNERS,2024-2025,Semester Semester- I,Semester- I,https://qb.exam.du.ac.in/uploads/questions/1744007556.pdf,,UPC 2012101102 | DSC/Core | B.A. (H)-Sem-I-DSC-2 | NOV-DEC-2024 | SET-2 | 90 marks
BA (Hons) Arabic,ARABIC GRAMMAR FOR BEGINNERS,2024-2025,Semester Semester- I,Semester- I,https://qb.exam.du.ac.in/uploads/questions/1739435690.pdf,,UPC 2012101102 | DSC/Core | B.A. (H)-Sem-I-DSC-2 | NOV-DEC-2024 | SET-1 | 90 marks
